"detailid","tarih","marka","seri","model","yil","yakit","vites","hacim","guc","kilometre","takas","kimden","fiyat"
"2427","22 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.196","Takasa Uygun Değil","Galeriden","0.08675"
"2428","22 Aralık 2019","Volkswagen","Jetta","1.6 Comfortline","0.2009","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.198","Takasa Uygun","Sahibinden","0.06684999999999999"
"2429","22 Aralık 2019","Volkswagen","Jetta","1.6 TDi Exclusive","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.222555","Takasa Uygun Değil","Sahibinden","0.07550000000000001"
"2430","22 Aralık 2019","Volkswagen","Jetta","1.6 TDi Midline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.201","Takasa Uygun","Galeriden","0.04825"
"2431","22 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.127","Takasa Uygun Değil","Galeriden","0.10475"
"2432","22 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2013","Benzin","Yarı Otomatik","1390 cc","122 hp","0.078","Takasa Uygun Değil","Sahibinden","0.107"
"2433","22 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.1","Takasa Uygun Değil","Sahibinden","0.094"
"2434","22 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1395 cc","125 hp","0.10742","Takasa Uygun Değil","Sahibinden","0.1065"
"2435","22 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.116","Takasa Uygun Değil","Sahibinden","0.12999999999999998"
"2436","22 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.137","Takasa Uygun Değil","Sahibinden","0.095"
"2437","22 Aralık 2019","Volkswagen","Jetta","1.9 TDi Midline","0.2008","Dizel","D&#252;z","1896 cc","105 hp","0.174","Takasa Uygun Değil","Sahibinden","0.0575"
"2438","22 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.2","Takasa Uygun Değil","Sahibinden","0.058"
"2439","22 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2007","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.2","Takasa Uygun Değil","Sahibinden","0.0665"
"2440","22 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2007","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.219","Takasa Uygun Değil","Sahibinden","0.05575"
"2441","22 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2007","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.233","Takasa Uygun Değil","Sahibinden","0.05025"
"2442","22 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.221","Takasa Uygun Değil","Galeriden","0.07375000000000001"
"2443","22 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2013","Benzin","Yarı Otomatik","1390 cc","122 hp","0.074","Takasa Uygun","Galeriden","0.0989"
"2444","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.15","Takasa Uygun","Galeriden","0.085"
"2445","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.07","Takasa Uygun","Galeriden","0.128"
"2446","21 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.201","Benzin","Yarı Otomatik","1390 cc","122 hp","0.32","Takasa Uygun","Galeriden","0.0655"
"2447","21 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2008","Benzin","Yarı Otomatik","1390 cc","140 hp","0.217","Takasa Uygun","Galeriden","0.06325"
"2448","21 Aralık 2019","Volkswagen","Jetta","1.6 Comfortline","0.2007","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.212","Takasa Uygun","Sahibinden","0.06075"
"2449","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.158","Takasa Uygun Değil","Sahibinden","0.08349999999999999"
"2450","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.198","Takasa Uygun Değil","Sahibinden","0.083"
"2451","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.177","Takasa Uygun","Galeriden","0.108"
"2452","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2011","Dizel","D&#252;z","1598 cc","105 hp","0.229","Takasa Uygun","Sahibinden","0.061"
"2453","21 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2015","Benzin","D&#252;z","1197 cc","105 hp","0.085","Takasa Uygun Değil","Sahibinden","0.091"
"2454","21 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2011","Benzin","D&#252;z","1197 cc","105 hp","0.161","Takasa Uygun","Sahibinden","0.052"
"2455","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.155","Takasa Uygun Değil","Sahibinden","0.096"
"2456","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.15","Takasa Uygun Değil","Sahibinden","0.093"
"2457","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.19","Takasa Uygun Değil","Sahibinden","0.085"
"2458","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.078","Takasa Uygun Değil","Sahibinden","0.095"
"2459","21 Aralık 2019","Volkswagen","Jetta","1.4 TSi Trendline","0.2012","Benzin","Yarı Otomatik","1390 cc","122 hp","0.145","Takasa Uygun","Sahibinden","0.064"
"2460","21 Aralık 2019","Volkswagen","Jetta","1.6 FSi Midline","0.2006","LPG &amp; Benzin","D&#252;z","1598 cc","115 hp","0.188","Takasa Uygun Değil","Sahibinden","0.0515"
"2461","21 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2006","Benzin","D&#252;z","1595 cc","102 hp","0.27136","Takasa Uygun","Sahibinden","0.047999"
"2462","21 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2008","Benzin","Yarı Otomatik","1390 cc","140 hp","0.2","Takasa Uygun","Sahibinden","0.04975"
"2463","21 Aralık 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2013","Benzin","Yarı Otomatik","1197 cc","105 hp","0.067","Takasa Uygun Değil","Sahibinden","0.095"
"2464","21 Aralık 2019","Volkswagen","Jetta","1.6 Midline","0.2008","Benzin","D&#252;z","1595 cc","102 hp","0.254","Takasa Uygun Değil","Sahibinden","0.056499999999999995"
"2465","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.18066200000000002","Takasa Uygun Değil","Sahibinden","0.0665"
"2466","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.106","Takasa Uygun Değil","Yetkili Bayiden","0.11950000000000001"
"2467","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.118","Takasa Uygun Değil","Sahibinden","0.0975"
"2468","21 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2014","Benzin","D&#252;z","1197 cc","105 hp","0.0828","Takasa Uygun Değil","Sahibinden","0.09050000000000001"
"2469","21 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.201","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.15","Takasa Uygun","Sahibinden","0.052"
"2470","21 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1197 cc","105 hp","0.03675","Takasa Uygun Değil","Sahibinden","0.098"
"2471","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.12300000000000001","Takasa Uygun","Galeriden","0.09975"
"2472","21 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.201","Benzin","Otomatik","1595 cc","102 hp","0.111","Takasa Uygun","Galeriden","0.06499999999999999"
"2473","21 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.119","Takasa Uygun","Galeriden","0.11574999999999999"
"2474","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.162","Takasa Uygun","Galeriden","0.112"
"2475","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.2011","Dizel","D&#252;z","1598 cc","90 hp","0.2","Takasa Uygun","Galeriden","0.06899999999999999"
"2476","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.081","Takasa Uygun","Galeriden","0.1025"
"2477","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.095","Takasa Uygun","Galeriden","0.11574999999999999"
"2478","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.073","Takasa Uygun","Galeriden","0.11574999999999999"
"2479","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.086","Takasa Uygun","Galeriden","0.118"
"2480","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.175","Takasa Uygun","Galeriden","0.108"
"2481","21 Aralık 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2007","Benzin","D&#252;z","1598 cc","115 hp","0.165","Takasa Uygun","Galeriden","0.048"
"2482","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.116777","Takasa Uygun Değil","Galeriden","0.12075"
"2483","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.285","Takasa Uygun Değil","Sahibinden","0.057"
"2484","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.095","Takasa Uygun Değil","Sahibinden","0.098"
"2485","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.22","Takasa Uygun Değil","Sahibinden","0.075"
"2486","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.103","Takasa Uygun Değil","Sahibinden","0.10900000000000001"
"2487","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.099","Takasa Uygun Değil","Sahibinden","0.0995"
"2488","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.111","Takasa Uygun","Galeriden","0.1125"
"2489","21 Aralık 2019","Volkswagen","Jetta","1.6 Midline","0.2008","Benzin","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.145","Takasa Uygun","Galeriden","0.055"
"2490","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.148","Takasa Uygun","Galeriden","0.096"
"2491","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","Yarı Otomatik","1598 cc","105 hp","0.207288","Takasa Uygun","Galeriden","0.063"
"2492","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.143","Takasa Uygun Değil","Galeriden","0.09175"
"2493","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2011","Dizel","D&#252;z","1598 cc","105 hp","0.145","Takasa Uygun","Galeriden","0.0965"
"2494","21 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Highline","0.2015","Benzin","D&#252;z","1395 cc","125 hp","0.066","Takasa Uygun Değil","Galeriden","0.09290000000000001"
"2495","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.1155","Takasa Uygun","Galeriden","0.112"
"2496","21 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.0485","Takasa Uygun","Galeriden","0.0998"
"2497","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.181","Takasa Uygun","Galeriden","0.0885"
"2498","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.126","Takasa Uygun","Galeriden","0.103"
"2499","21 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Highline","0.2015","Benzin","Yarı Otomatik","1395 cc","125 hp","0.115","Takasa Uygun","Galeriden","0.0965"
"2500","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.145","Takasa Uygun","Galeriden","0.076"
"2501","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.171","Takasa Uygun","Galeriden","0.0965"
"2502","21 Aralık 2019","Volkswagen","Jetta","1.4 TSi Trendline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.182","Takasa Uygun","Galeriden","0.0635"
"2503","21 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2014","Benzin","D&#252;z","1200 cm3&#39; e kadar","101 - 125 HP","0.097","Takasa Uygun","Galeriden","0.0699"
"2504","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.137","Takasa Uygun","Galeriden","0.112"
"2505","21 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2013","Benzin","D&#252;z","1197 cc","105 hp","0.22","Takasa Uygun","Galeriden","0.07100000000000001"
"2506","21 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2015","Benzin","Yarı Otomatik","1197 cc","105 hp","0.113","Takasa Uygun","Galeriden","0.106"
"2507","21 Aralık 2019","Volkswagen","Jetta","1.6 Comfortline","0.2006","Benzin","Otomatik","1595 cc","102 hp","0.24","Takasa Uygun","Galeriden","0.052899999999999996"
"2508","21 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2008","Benzin","D&#252;z","1595 cc","102 hp","0.23","Takasa Uygun","Galeriden","0.05325"
"2509","21 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2017","Benzin","D&#252;z","1197 cc","105 hp","0.048799999999999996","Takasa Uygun","Galeriden","0.1035"
"2510","21 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.14585","Takasa Uygun","Galeriden","0.10595"
"2511","21 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2013","Benzin","D&#252;z","1390 cc","122 hp","0.132","Takasa Uygun","Galeriden","0.092"
"2512","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.11","Takasa Uygun","Galeriden","0.11675"
"2513","21 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.17","Takasa Uygun","Galeriden","0.1185"
"2514","20 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Highline","0.2016","Benzin","D&#252;z","1197 cc","105 hp","0.095","Takasa Uygun Değil","Galeriden","0.11"
"2515","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.126","Takasa Uygun Değil","Galeriden","0.1175"
"2516","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.111","Takasa Uygun","Galeriden","0.10675000000000001"
"2517","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.152","Takasa Uygun","Galeriden","0.07675"
"2518","20 Aralık 2019","Volkswagen","Jetta","1.9 TDi Midline","0.2007","Dizel","Yarı Otomatik","1896 cc","105 hp","0.19","Takasa Uygun","Galeriden","0.061"
"2519","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.107","Takasa Uygun","Galeriden","0.0998"
"2520","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.1","Takasa Uygun","Galeriden","0.11975"
"2521","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.109","Takasa Uygun Değil","Sahibinden","0.1175"
"2522","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.147","Takasa Uygun Değil","Sahibinden","0.106"
"2523","20 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2011","Benzin","D&#252;z","1197 cc","105 hp","0.126","Takasa Uygun","Galeriden","0.064"
"2524","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.165","Takasa Uygun Değil","Sahibinden","0.075"
"2525","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.135","Takasa Uygun","Galeriden","0.0925"
"2526","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.122","Takasa Uygun Değil","Sahibinden","0.11"
"2527","20 Aralık 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.26","Takasa Uygun Değil","Sahibinden","0.045000000000000005"
"2528","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.205","Takasa Uygun Değil","Sahibinden","0.06499999999999999"
"2529","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.199","Takasa Uygun","Galeriden","0.0769"
"2530","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.205","Takasa Uygun Değil","Galeriden","0.09375"
"2531","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.15569999999999998","Takasa Uygun","Galeriden","0.088"
"2532","20 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2014","Benzin","Yarı Otomatik","1201 - 1400 cm3","101 - 125 HP","0.048","Takasa Uygun","Galeriden","0.10975"
"2533","20 Aralık 2019","Volkswagen","Jetta","1.6 Midline","0.2006","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.22","Takasa Uygun Değil","Sahibinden","0.0441"
"2534","20 Aralık 2019","Volkswagen","Jetta","1.6 FSi Midline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.203","Takasa Uygun","Galeriden","0.04775"
"2535","20 Aralık 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2007","Benzin","D&#252;z","1598 cc","115 hp","0.198","Takasa Uygun","Sahibinden","0.0635"
"2536","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2011","Dizel","D&#252;z","1598 cc","105 hp","0.161","Takasa Uygun","Sahibinden","0.073"
"2537","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.083","Takasa Uygun Değil","Sahibinden","0.116"
"2538","20 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2011","Benzin","Otomatik","1595 cc","102 hp","0.173","Takasa Uygun Değil","Sahibinden","0.063"
"2539","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.163","Takasa Uygun Değil","Sahibinden","0.115"
"2540","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.0989","Takasa Uygun Değil","Sahibinden","0.112"
"2541","20 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2015","Benzin","D&#252;z","1395 cc","125 hp","0.065","Takasa Uygun Değil","Sahibinden","0.09275"
"2542","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.220145","Takasa Uygun","Galeriden","0.07675"
"2543","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","Yarı Otomatik","1601 - 1800 cm3","101 - 125 HP","0.220102","Takasa Uygun","Galeriden","0.0765"
"2544","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.173","Takasa Uygun","Sahibinden","0.0848"
"2545","20 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.113","Takasa Uygun","Galeriden","0.10450000000000001"
"2546","20 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2009","LPG &amp; Benzin","Yarı Otomatik","1390 cc","122 hp","0.242","Takasa Uygun Değil","Sahibinden","0.058"
"2547","20 Aralık 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.206","Takasa Uygun","Galeriden","0.0515"
"2548","20 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.148","Takasa Uygun Değil","Galeriden","0.115"
"2549","20 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2013","Benzin","Yarı Otomatik","1390 cc","122 hp","0.096","Takasa Uygun Değil","Sahibinden","0.09775"
"2550","20 Aralık 2019","Volkswagen","Jetta","1.6 Comfortline","0.2009","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.155","Takasa Uygun Değil","Galeriden","0.0639"
"2551","20 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1197 cc","105 hp","0.038","Takasa Uygun Değil","Sahibinden","0.11375"
